copom_date,delta_selic,ticker,return_30d,year,ticker_clean,sector,industry,longName,shortName,avg_volatility_20d,max_drawdown_pct,avg_volume,total_return_pct
2018-03-22,-0.25,TIMS3.SA,11.265747031471562,2018,TIMS3,Communication Services,Telecom Services,TIM S.A.,TIM         ON      NM,32.3349,-32.3938,4224539.0,-8.6833
2018-03-22,-0.25,TOTS3.SA,10.180391409902345,2018,TOTS3,Technology,Software - Application,TOTVS S.A.,TOTVS       ON      NM,30.2798,-28.8641,1703804.0,-9.2404
2018-03-22,-0.25,UGPA3.SA,-8.519847888276766,2018,UGPA3,Energy,Oil & Gas Refining & Marketing,Ultrapar Participações S.A.,ULTRAPAR    ON      NM,38.017,-54.0219,8493219.0,-29.1249
2018-03-22,-0.25,USIM5.SA,2.7397253887164075,2018,USIM5,Basic Materials,Steel,Usinas Siderúrgicas de Minas Gerais S.A.,USIMINAS    PNA     N1,50.3639,-44.8573,15184587.0,-3.5373
2018-03-22,-0.25,VALE3.SA,14.495185413772171,2018,VALE3,Basic Materials,Other Industrial Metals & Mining,Vale S.A.,VALE        ON      NM,32.9869,-20.418,17601556.0,27.1957
2018-03-22,-0.25,VBBR3.SA,-2.025858551070203,2018,VBBR3,Consumer Cyclical,Specialty Retail,Vibra Energia S.A.,VIBRA       ON      NM,47.9796,-30.6149,4159311.0,18.0731
2018-03-22,-0.25,VIVT3.SA,10.417642752562228,2018,VIVT3,Communication Services,Telecom Services,Telefônica Brasil S.A.,TELEF BRASILON  EJ,26.0309,-19.3531,57462.0,11.7411
2018-03-22,-0.25,WEGE3.SA,-0.20704004852508673,2018,WEGE3,Industrials,Electrical Equipment & Parts,WEG S.A.,WEG         ON      NM,27.8252,-23.6517,5815078.0,-7.2403
2018-03-22,-0.25,YDUQ3.SA,-1.4188313319369095,2018,YDUQ3,Consumer Defensive,Education & Training Services,Yduqs Participações S.A.,YDUQS PART  ON      NM,45.3746,-45.3641,3583184.0,-24.8529
2019-08-01,-0.5,ABEV3.SA,-8.638354833542527,2019,ABEV3,Consumer Defensive,Beverages - Brewers,Ambev S.A.,AMBEV S/A   ON,25.7293,-16.1415,21715383.0,-8.7779
2019-08-01,-0.5,ALOS3.SA,4.70751923103323,2019,ALOS3,Real Estate,Real Estate Services,Allos S.A.,ALLOS       ON      NM,23.8574,-10.6452,449383.0,107.518
